Episode,Total Reward,Steps,Inventory Size,Epsilon,Time (s),Actor Loss,Critic Loss
192,24.418502837978913,200,1.0,N/A,25.69633197784424,0.14258097,0.12438332
193,19.911596748892727,200,-3.0,N/A,24.58222007751465,0.19297378,0.11640534
194,-0.41059009609378244,200,-7.0,N/A,24.553199291229248,0.15246199,0.11277123
195,11.233468005784344,200,-7.0,N/A,24.519190073013306,0.17197433,0.12442988
196,20.8294951233902,200,-4.0,N/A,25.167723178863525,0.17330593,0.15216602
197,27.492903308822534,200,0.0,N/A,26.274980068206787,0.2165212,0.13518588
198,10.979512721712013,200,-5.0,N/A,26.394224882125854,0.16888952,0.13372073
199,33.92123395653263,200,-2.0,N/A,24.595032215118408,0.17722772,0.11284723
200,22.35665810688772,200,-5.0,N/A,23.95280385017395,0.15875076,0.12615556
201,11.4128751145162,200,-5.0,N/A,23.970072031021118,0.1358718,0.14375
202,22.11969811499724,200,-1.0,N/A,24.552987813949585,0.17019975,0.12787661
203,28.467092608662558,200,1.0,N/A,23.9511399269104,0.13786405,0.1408434
204,31.31017818080511,200,-2.0,N/A,24.05900287628174,0.14559479,0.11007825
205,7.747875235565518,200,-8.0,N/A,23.92839789390564,0.1598696,0.14445016
206,37.94001565242906,200,-5.0,N/A,24.025235891342163,0.13548729,0.135661
207,10.822543182975537,200,-4.0,N/A,23.969544887542725,0.14534469,0.1349023
208,35.00246031752108,200,-7.0,N/A,24.875473260879517,0.09756214,0.15725838
209,27.63156623956317,200,1.0,N/A,25.229007959365845,0.19700909,0.1173084
210,15.400810521873288,200,1.0,N/A,25.616827964782715,0.23254034,0.14181094
211,40.2716043264681,200,9.999999999998181,N/A,26.73903179168701,0.16320913,0.12085854
212,40.28765341049023,200,-10.0,N/A,26.155800819396973,0.13945895,0.13695224
213,26.55853314115061,200,1.0,N/A,24.524271965026855,0.116118744,0.13810453
214,21.65461431550007,200,-11.0,N/A,24.678894996643066,0.18787296,0.12630962
215,42.542718072000355,200,3.0,N/A,72.71634483337402,0.12615047,0.14493437
216,27.9685515509223,200,-11.0,N/A,396.31716203689575,0.11404686,0.14986277
217,36.66652994682508,200,-7.0,N/A,24.098350048065186,0.08839857,0.14941043
218,26.075148762703293,200,-8.0,N/A,35.33074498176575,0.18928188,0.14055496
219,43.746497441953046,200,-3.0,N/A,24.24060583114624,0.1019455,0.14280243
220,25.723581232996594,200,-3.0,N/A,1087.568946838379,0.17040512,0.1732987
221,38.481039856954666,200,-8.0,N/A,22.334764003753662,0.17464928,0.13826019
222,47.62112283791147,200,0.0,N/A,22.578699827194214,0.1675077,0.13804448
223,28.931839361470974,200,-5.0,N/A,3917.8773381710052,0.14927648,0.1065515
224,-14.18794029462019,200,-18.0,N/A,23.332746982574463,0.12477295,0.11786055
225,46.92991991928329,200,-3.0,N/A,1126.1700410842896,0.08863447,0.12230688
226,42.182624947346,200,1.0,N/A,28.459829807281494,0.07899606,0.15701318
227,12.087206334836688,200,-7.0,N/A,29.260833978652954,0.17276211,0.16961333
228,13.68568298680017,200,-5.0,N/A,24.46419095993042,0.12197091,0.16000158
